,tweet,label,label2
10822,ahbar kimdir? kuranı kerim'de haham diye bir kelime yok. meal ve tefsirlerdeki metinlerde tercüme haham diye geçer. lakin kelimenin aslı ahbar. ahbar güzel yazı yazan güzel etkili konuşan yahudi alimi demek. kuranı kerim'de 33 yerde israiloğulları kelimesi geçer.,hiçbiri,0
10823,yahudi kökenli rothschild ailesi ile tapınak şövalyelerinin devamı olan masonlar karşı karşıya mı geldi? dünya üzerindeki bu kavga da neyin nesi?,hiçbiri,0
10824,gizli yahudi ve mason teşkilatının servet ve hakimiyetiyle mühim rol oynadığı fransız inkılabı aslında basit halk hakimiyeti ve terörden başka bir şey barındırmamıştır.,nefret,1
10825,sabetay sevi ortodoks musevi bir ailenin çocuğu olarak doğdu. musevi dinsel kurallarında reform istiyordu iki kez bir haham konseyi tarafından herem yeni aforoz edildi. bu yüzden doğrudan yahudi olanlar sabetayistleri yahudi olarak kabul etmezler kendilerini üstün görüyorlar,hiçbiri,0
10826,birader beni karıştırma bu işlere... zaten yahudi zannediyorlar isimden ötürü,nefret,1
10827,türküyle çerkeziyle kürdüyle diye söze başlayan ne kadar ibne varsa önce bunları sikmek lazım etnik döküntülere cesaret fırsat veren hep bu ibneler. zaten çoğu ya k. yahudi ya da bu döküntülerin soydaşı sosyalizm liberalizm islam gibi dejenere ideolojileri amaçları için kullanıyorlar,nefret,1
10828,allahu teala kuran kerim'de kafirlere meydan okuyor kuran kerim uydurma ise bir benzerini getirin... muhammed peygamberden bu yana arapçayı su gibi konuşan nice kafir ateist arap ve yahudi hiçbirini bir benzerini getiremedi varsa yoksa sadece konuştular,hiçbiri,0
10829,sanatçı diye topluma yutturulanlar ya beyaz türk kripto yahudi ya da ermeni diasporasının içimize alevi ya da kurt diye gizlediği kripto ermenidir... bunları gezi olaylarından tanırız bunlar küfrün yasal teröristlerdir.,nefret,1
10830,41 5816 sayılı kanunla korunarak niçin gerçeklerin saklanma gereği duyuluyor... ve 5816 sayılı koruma kanunu neden bir yahudi avukat tarafından hazırlamıştır...? 42 cumhuriyet rejimini kurduktan sonra neden hiç dış bir ülke ziyaretine gitmemiştir...? annelerledireniyoruz,nefret,1
10831,30 kuranı kerimin ayetleri için neden safsata demiştir...? 31 sabetay sevi denilen kişiye neden hayranlık beslemiştir...? 32 nerede sarhoşken yahudi olduğunu ağzından kaçırmıştır.? 33 1928'de devletin dini islamdır ibaresi neden çıkartmıştır.? annelerledireniyoruz,nefret,1
10832,18 1933'e kadar üniversitelerden temizlenen osmanlı müderrislerin yerine sadece istanbul üniversitesine neden yahudi 22 profesör ve yahudi 90 asistan yerleştirmiştir 19 neden halk aç iken tekel bira fabrikası kurdu ve fuhuşu genelev olarak resmileştirdi annelerledireniyoruz,nefret,1
10833,3 kimliğinde mustafa yazmaz... kamal atatürk yazar... mustafa ismini neden red etmiştir... kemal yerine neden kamal yazdırmıştır...? 4 cenazesinde neden yahudi masonik nizam töreni yapılmıştır...? 5 anıtkabir'i yapan mimar neden yahudidir...? annelerledireniyoruz,nefret,1
10834,araçları yenikapı'ya dizerek gündemde diyarbakır'daki mazlum annelerin feryatlarını millete unutturmaya çalışan yahudi uşağı imamoğlu!... senin bu algı oyunlarına bu milletin karnı tok... yemezler yunanoğlu... annelerdireniyor,nefret,1
10835,kim o yahudi dostu,hiçbiri,0
10836,bazı akpartililer chp'yi savunduğumuzu sanıyor oysa ki savunduğumuz hak ve adalettir. tıpkı hz. muhammed'in yaptığı gibi müslüman karşısında haklı olan yahudi bile olsa mağdurun dinine ve kimliğine bakmadan hakkını teslim etmektir adalet. değilse tabela adıdır... susma,hiçbiri,0
10837,galatasaray'a acilen atanmalı. fransız uşakları... yahudi torunları... uefatoprotectffp,nefret,1
10838,iki yahudi bir araya gelse şirket kurar iki türk bir araya gelse devlet kurar. lakin var olan devleti ayakta tutmak daha zor bence en büyük lider abdülhamid han türkdemek,hiçbiri,0
10839,2 hukuk her millet için farklıdır. hal böyleyken bir millet başka bir milletin kanunlarıyla muhakeme edilemez. hukuk ilmi bunu reddeder. misal bir müslümanı katolik hukukuyla veya bir ortodoksu yahudi hukukuyla almanı ingiliz hukukuyla muhakeme etmek gibi.,hiçbiri,0
10840,artık devletin malı olacak şimdi boku yedik yahudi tohumları tohumlarımızı yok edecek,nefret,1
10841,her fırsatta islam'a saldırmayı görev bilen güruh için başörtüsü gericiliğin sembolüdür ama yahudi hristiyan çarşafla gezdiğinde aynı kesim bunu inançlarının bir gereği olarak görür öğrtmenemüjde60binatama,hiçbiri,0
10842,çünkü ben sendikacı değildim önce yahudiler için geldiler ve ben sustum çünkü yahudi değildim sonra benim için geldiler ve benim için konuşacak kimse kalmamıştı.,hiçbiri,0
10843,kökeni yahudilikten geliyor. yahudilik kabala inanışında satürn çok önemlidir ve satürn'ün etrafında 7 halka vardır. bu yüzden her şeyi 7 ile ilişkilendirmişler. yahudi inanışında satürn siyah küp. bir nevi kabe'yi temsil eder. halkaların arasındaki göz olarak düşünürler.,hiçbiri,0
10844,size üstün akıl nasıl çalışıyor söyleyeyim 40 sene evvel 40 sene sonra arzı mevuda ulaşacağını hayal edip dünyanın çeşitli yerlerinden zeki 200 yahudi öğrenciyi 40 yıl boyunca her alanda yetiştiriyor peki neden 200,hiçbiri,0
10845,hilalkaplanyargılansın bunların hepsi yargılanmalı yahudi ajanlar,nefret,1
10846,halkımızın gafil olduğu ciddi bir mesele sabetaycılar… az buz değil 700 bin ila 1 milyon arası yahudi kökenli türk var bu ülkede. çoğu osmanlı zamanı getirildi bir kısmı cumhuriyetin kuruluşundan sonra. hani şu beyaz türkler denen... osmanlıyı yıkan da bunlar. uefayaselamsöyleyin,nefret,1
10847,yahudinin biri hırsızlık için camii'ye girer müslümanların geldiğini gören yahudi bağırmaya başlar koşun ey müslümanlar hırsızları yakaladım... tıpkı! aynısı! mustafa cengiz... fatih terim... uefatoprotectffp,nefret,1
10848,bu dahi iğrenç yahudi zihniyetini ortaya koyuyor.,nefret,1
10849,"kripto yahudi chp'li aykan erdemir kılıçdaroğlu'nun abd'de fetö'cülerle görüşmelerini sağlayan kişi. eşi tuğba tanyeri erdemir de abd'nin en büyük yahudi örgütünün koordinatörü. aynı zamanda odtü'de hoca. ""çocuklarımız kripto yahudi ermeni ve mason chp'lilerin elinde""",nefret,1
10850,allah aşkına şu çiçek böcek paylaşanları rt etmeyin vallahi billahi oyun büyük onlarla oyalanmayın hdpkk chp birlik içinde hareket ediyor talimatı yahudi asıllı beyaz türk veriyor taraftar gruplarını da kullanacaklar sosyal medyaya hakim olmamız gerekiyor çay çorba zamanı değil,nefret,1
10851,bir delikanlı da çıkıp demiyor ki ülkemde kürt suriyeli ermeni yahudi arap istemiyorum.,nefret,1
10852,işgal rejimi radyosu geçen hafta işgal polisi himayesinde 336 yahudi yerleşimcinin mescidiaksa'ya baskın düzenlediğini açıkladı. filistin kudüs israelicrimes,hiçbiri,0
10853,işgal yönetiminin kudüs kentini ve mescidiaksa'yı yahudileştirme girişimleri devam ederken geçen hafta boyunca yüzlerce yahudi yerleşimcinin mescid-i aksa'ya baskın düzenlediği bildirildi. filistin israelicrimes davamızkudüs,hiçbiri,0
10854,el hatib onlarca yahudi derneğinin de kudüs kentinin yahudileştirilmesi ve emlakının filistinlilerden çalınması için çalıştığına dikkat çekti. filistin mescidiaksa davamızkudüs,hiçbiri,0
10855,1948 de işgal edilen topraklarda faaliyet gösteren islami hareketin başkan yardımcısı şeyh kemal el hatib işgal yönetiminin yahudi yerleşim komitesi aracılığıyla kudüs kentini yahudileştirmek istediğini ve mescidiaksa'yı hedef aldığını söyledi. filistin davamızkudüs,hiçbiri,0
10856,şüphesiz siz sizden öncekilerin yaşam modellerini karışı karışına takip edeceksiniz ey allah'ın resulü yahudi ve hristiyanların mı kastediyorsunuz o da şöyle buyurdu başka kim olabilir arasbulutiynemli,hiçbiri,0
10857,filistinliler ve filistin yönetimini birbirinden ayıramayan arkadaşlar için filistin israil yahudi filistinyonetimi hamas hizbullah gazze antisemitizm,hiçbiri,0
10858,bugün müşterime ilahiyat fakültesi karşısından ev gösterdim. bu muhitten nefret ediyorum işim olmasa durmam buralarda dedi. neden dedim. ilahiyatı sevmiyorum dedi. yahudi misiniz diye sordum. yok canım elhamdülillah müslümanım dedi. 3-5 saniye sessizce bakışıp dağıldık.,nefret,1
10859,müslüman yahudiye bıçağı dayar son duanı yap der yahudi yahu hayırdır müslüman siz isa'yı öldürmüşsünüz yahudi yahu o 1000 yıl önceydi müslüman olsun ben yeni duydum canan kaftancıoğlu ile hiç uyuşmayız ama 7 sene evvelki twite geçen yıl dava açarsanız bu siyasidir!,hiçbiri,0
10860,cumhuriyetin ilk dönemleri tr sınırları içindeki yahudi asıllı vatandaş sayısı 700 bin ila bir milyon arası. yüzbinlercesi ispanya'nın yaptığı temizlik esnasında gemilerle osmanlı topraklarına geldi. uefatoprotectffp,hiçbiri,0
10861,okullar açılıyor herkeste bir heyecan ve mutluluk. ya filistinde! filistin'li öğrenciler geçenlerde çıkarılan yasalara dayanarak hazırlanan müfredata göre ülkelerinin yahudi devleti olduğunu bunu inkarın suç olduğunu ve kendilerinin 2. sınıf olduğunu okuyacaklar.,hiçbiri,0
10862,rothschild dünya merkez bankacılığı sisteminin franchise'rıdır. rothschilds liderliğindeki çoğunlukla kabalist masonik yahudi bankacılık ailelerinin sendikası.,hiçbiri,0
10863,ben çocuğumu kur'ana göre büyütmek istemiyorum. anayasanın hükümlerine uysun vatanını sevsin bilime merak duysun kitap okusun ve tüm dinlere karşı eşit mesafede olsun istiyorum. çocuğum müslüman yahudi hristiyan olmasın. insan olsun istiyorum.,hiçbiri,0
10864,önce sosyalistler için geldiler ben sosyalist olmadığım için sesimi çıkarmadım. sonra sendikacılar için geldiler sendikacı olmadığım için sesimi çıkarmadım. sonra yahudiler için geldiler yahudi olmadığım için sesimi çıkarmadım. sonra benim için geldiklerinde benim için sesini,hiçbiri,0
10865,iii. murat da osmanlı tarihinde safiye sultan diye bilinen bafo'ya iyice tutulmuştu. safiye sultan'ın bir dediği iki olmuyordu. ancak iii. murat'ın bir de çokbilmiş anası vardı yahudi kökenli olduğu söylenen nurbanu sultan…,hiçbiri,0
10866,efendimiz sav in medine'ye hicretlerinde yahudi kabileleri burada mevcut bulunuyordu bunlar beni kaynuka kaynuka oğulları beni nadir nadir oğulları beni kureyza kureyza oğulları efendimiz bunlarla antlaşma imzalanmasına rağmen hiç biride uyum sağlamadığı için çıkarıldılar.,hiçbiri,0
10867,sonsuzlukta onlarla bir hesabımız var elbet ama emevi öğretisinde müslüman katolik öğretisinde hristiyan siyonist öğretisinde yahudi gibi her şeyi öteki bir dünyaya bırakmış değiliz. biz bu dünyada tanrının adalet kılıcı olmaya yemin ettik. hepinizle burada hesabımız var.,hiçbiri,0
10868,ukrayna'nın 80.000 nüfuslu ufak kenti uman her sene roş aşana döneminde dünyanın her yerinden gelen binlerce yahudi turiste ev sahipliği yapıyor. uman dünya tarihinin ve yahudi dünyasının en tanınmış din adamlarından biri olan haham nachman'ın memleketi.,hiçbiri,0
10869,çin atasözü der ki 2 yahudi yan yana gelse şirket 2 türk yanyana gelse devlet kurar ne mutlu türküm diyene,hiçbiri,0
10870,"kürtler söz konusu olunca muhafazakar medya 2 değil çok yüzlüdür! bunu dindar barzanilere karşı takındıkları tavırdan biliyoruz. bir överler. bir ""yahudi"" yapar söverler! hdpkk'ye karşı direnen analar konusunda da samimi değiller. yarın o anaları hedef alırlarsa şaşırmam!",nefret,1
10871,bu toprakları tüm farklılıklardan mahrum bıraktınız da ne geçti elinize? rum'a ermeni'ye yahudi'ye süryani'ye bu topraklardan yaşama hakkı vermediniz. elinizde kalandan memnun musunuz?,hiçbiri,0
10872,devlete silah doğrultan kürdün de islam'a söven türkün de gelmişmiş geçmişini. ne tesadüf her ikisi de sol kafa yahudi kafa. bok kafa.,nefret,1
10873,işinize gelince çok güzel susarsınız chp'li solcu kemalist pkk sevici yahudi artıkları!,nefret,1
10874,alın size çivi gibi tarihi soru hz süleyman normalde büyük yahudi kralı fetihci katliamcı in fethettiği toprakların sınırları neresi bugünkü bop dedikleri proje nedir? süleyman'ın sınırları israiloğulları'nın rüyası mı ? güvenli bölge kimin güvenliği? eş başkan kim nerede,saldırgan,2
10875,yahudi cenazesinin önünde ayağa kalkan bir peygamberin ümmeti işte böyle olur. helal olsun sana yusuf abi. severiz sevmeyiz ama adaletsizlik haksızlık karşısında da kim olursa olsun yanında dururuz. dipnot teşbihte hata olmasın canan hanımın inancına hakaret etmedik etmeyiz.,hiçbiri,0
10876,"yahudi alimleri müşriklere dediler ki ""o kimseye geçmişteki o genç delikanlıların hayret edilecek maceraları ne idi? yeryüzünün doğusuna batısına kadar ulaşan dönüp dolaşan zatın kıssası ne idi? ruhun mahiyeti nedir? sorularını sorun. eğer bu sualleri cevaplandırırsa",hiçbiri,0
10877,bir yahudi alim islam'ı seçer. ve peygamberin kendisini sormasını söyler. övgüyle bahsedenler. o müslüman olursa kendilerinin de olacağını söylerler. o çıkıp müslüman olduğunu söyleyince hakaret eder iftira atarlar. iste chp zihniyeti tam da budur. dün övdükleri feyzioğlu ya bugün,nefret,1
10878,bfren almanlar sanayide yahudi mantığı ile çalışırlar yani o noktada milliyetçilerdir. kendi malını kullanır zaten bfren ile anlaşmayı imzaladı fabrika bulgaristan'da olsa ne yazar türkiye'de olsa ne yazar. illa ki bfren sistemlerini kullanacaktır.,hiçbiri,0
10879,türk futbolunda düzen kalmadı çünkü yahudi lobisi sardı,nefret,1
10880,gayr-ı müslim kelimesi çok ırkçı ve ötekileştirici bir kelime sanki olması gereken müslüman olmakmış da olmayanlara gayr-ı müslim deniliyor o inançların hepsinin ismi var yahudi hristiyan süryani keldani yezidi vs... gayr-ı müslim kelimesi gayr-ı haklı bir bir kelime...,hiçbiri,0
10881,baba niye tahammül ediyorsunuz bas düğmeye sok tankları ypg'nin böğrüne! gebertilen her leşi amerikan bayrağına sarıp ülkesine gönderin. yoksa ekrandan halkı sokağa davet edin gereğini nasıl yapacaklarını görürsünüz. önce amerikan yahudi elçilikleri...,hiçbiri,0
10882,şerefsiz namussuz yahudi uşağı...,nefret,1
10883,paris'in göbeğindeki bu tabelalar nazi işgali sırasında işbirlikçi fransızların ses çıkarmaması sonucu toplama kamplarına gönderilip orada ölen yahudi çocukların anısına yapılmış zalimler ve sessiz kalanların yaptıkları yanlarına kalmadı kalmayacak susamam unutmadım olay,hiçbiri,0
10884,islam'a saldırmak adına ateist ayaklarına yatan grup çoğunlukla yahudi kökenlidir 1500 yılında ispanya'dan sürülen yüz binlerce yahudiyi osmanlı kabul etti ve o zamandan beri içimizdeler. susamam,nefret,1
10885,kadem denen baş belası!... 2018'de türkiye'de her 3 evlilikten biri boşanma ile sonuçlanmış. 2018 istatistiği evlenme 553.202 boşanma 142.448. çıkardıkları 6284 kanunu ile aileleri hedef alan akp bir yahudi cesaret madalyası daha haketti. canan kaftancıoğlu,nefret,1
10886,o kıyafet yahudi kıyafeti bu bir ikincisi ise o kıyafet gizemli yapıyor kadını son olarak meraklısı olduğunuz bu aptallığınızı arabistan da özgürce uygulayabilecekken neden ait olduğunuz yere gitmek yerine ülkenin içine s...çmaya çalışıyorsunuz ki gerizekalılar,saldırgan,2
10887,işte istedikleri gelecek kindar nesil (!) 21.yy da anlamını bilmedikleri arapça metinleri ortodoks yahudi dua tekniğiyle sallana sallana ezberleyen beyni bünyesini terketmiş mankurt islamcı veletler,nefret,1
10888,abdülhamit yahudilerden nefret mi ediyordu? payitahtabdülhamid abdulhamit abdulhamithan sultanabdulhamit antisemitism antisemitizm yahudi osmanli bekaa,hiçbiri,0
10889,"ilkokulları ziyaret eden israil başbakanı binyamin netanyahu 1. sınıflara işgal sözü verdi. netanyahu sınıfta yaptığı konuşmada ""yahudi egemenliğini israil toprağı ve israil devletinin bir parçası olarak tüm topluluklara uygulayacağız"" katiller böyle yetişiyor",hiçbiri,0
10890,sizden başka ne beklenir. yahudi sempatizanları. şerref...,nefret,1
10891,el hatib yahudi yerleşim komitesi kudüs'ü yahudileştirmeye çalışıyor,hiçbiri,0
10892,"ya gören de sanacak ki ermeni'yi rum'u yahudi'yi ""temizlemeden"" önce bu ülke norveç'ti her şey çok güzeldi. o insanlara tüm bunları yapanların ülkesi zaten ne kadar güzel olabilir ki? burası hep böyleydi. gidenler büyük resimde bir şeyi değiştirmedi ne yazık ki ohannes bey",hiçbiri,0
10893,yahudi derken de kendi halindeki musevi vatandaşlar değil siyonist ve münafık sabetay cenahtır kastettiğimiz. haddizatında vaktiyle filistin'e göçü hızlandırmak için büyükbaş siyonistlerin ve sabetayların bazı zulümlerinden bir kısım museviler de payını almıştır...,hiçbiri,0
10894,osmanlı'nın bu topraklara kabul ettiği yüzbinlerce yahudi her zaman olduğu gibi isimleri değiştirdi müslüman görüntüsüne girdi ve yüzyıllardır aramızda aleyhimize çalışıyorlar bunu anlamadan memlekette dönen dolapları anlayamazsınız annelerleberaberizyasen,nefret,1
10895,hristiyan yahudi musevi deist ve ateistler onlaynnn mı?,hiçbiri,0
10896,bir moda çocuğu olarak ermeni'den yahudi'sine herkesle barış içinde birbirimizden farklı olmadığımız fikriyle büyüyen biri olarak dilerim ki artık bu ayrımcılıklar geride kalır. ancak bu utanç hiç geride kalamayacak. 67eylül,hiçbiri,0
10897,bakın yeni katiller sırada bile. yalnız ara ki ermeni yahudi hele de rum bulasın da katledesin. bu katillerin de işi zor empati yapalım.,hiçbiri,0
10898,zirvede bir keçi... belki bir koyun belki de bir öküz... belki bir yağmur damlası belki minik bir yahudi tanesi...,hiçbiri,0
10899,öyle bir gasp şebekesi ile karşı karşıya devlet ve türk milleti. ne olduğu kim olduğu belirsiz yığınlara da yoksul halkın parası ile kiralık araç clio tahsis edilmiş. bundan sonra sırada suriyeliler olabilir hatta arap ermeni yahudi yakınlarınızı da bekliyoruz. lütfen!,nefret,1
10900,ortalama türk insanında 20'den fazla gen grubu bulunmakta. j2 %24 anadolu roma anadolu halkları yunan hitit frig gibi r1b %16 doğu avrupa rus hazar bölgesi g %11 kafkas halkları gürcüler ermeniler çerkesler e3b %9 sami arap ve yahudi r1a %7 batı avrupa,hiçbiri,0
10901,arada sorarım günü geldi gene sorayım. ermeni'yi rum'u yahudi'yi temizlediniz. geri kalan memlekette siz size nasılsınız eğleniyor musunuz gençler? allah neşenizi bozmasın.,hiçbiri,0
10902,chabad nwo gündemini besleyen yahudi ırkçılığının bir tezahüründen başka bir şey değildir. israil'in kurucusu ve eski başbakanı david ben gurion yahudileri bir dünya hükümetinin illuminati satanic nwo rüyasının merkezinde bulunduğunu düşünüyordu.,hiçbiri,0
10903,yahudiler için ve aslında yahudi halkının bir tezahürü olan yahudi tanrısı yhvh tarafından yaratıldı. bir yahudi'nin bir tırnağı chabad'a göre yahudi olmayan dünya nüfusunun avrupalılar müslümanlar asyalılar ve afrikalılar dahil hepsinden daha değerlidir.,hiçbiri,0
10904,insan olmak... iyi bir sünni iyi bir alevi iyi bir müslüman iyi bir yahudi iyi bir ateist iyi bir türk iyi bir laz iyi bir çerkes iyi bir kürt iyi bir göçmen olmadan önce iyi bir insan olmalıyız... çünkü iyi bir insan sokakta merhaba demek,hiçbiri,0
10905,"gentiles yahudi olmayanlar gözlerinde ruhu olmayan hayvanlardır. ""yahudi ruh"" tanrı enkarnesidir. her yahudi etten bir ""tanrı"" dır.",nefret,1
10906,filistin'de 2 tane gencecik kardeşim mescidi aksa girişinde yahudi polislere saldırıyor ve oracıkta öldürülüyor. özgürlük için islamiyet için... mekanınız cennet olsun yiğitler şehadetiniz kabul olsun inşallah,hiçbiri,0
10907,değerli canlar canan kaftancıoğlu yalnız kalmayacak yahudi lobisine canan kaftancıoğlu'nu teslim edemeyiz insanlık suçu işleyenlerin ise sonu kaddafi saddam hüseyin gibi olacak abd en iyi müttefikinin başkanını halka idam ettirir,nefret,1
10908,yahudi canan'a hapis kararı çıkmış darısı hain ermeni imamoğlu'na,nefret,1
10909,canan kaftancıoğlu'na yaklaşık 10 yıl hapis cezası verildi ses yine ne kadar ermeni yahudi ateist putperest müptezel varsa onlardan çıktı! canan'ı savunanların alayı pkk sevicilerdir! bu kadının türkiye ile chp ile zaten bir alakası yoktu! neyse hapiste helal et yer,nefret,1
10910,naziler önce komünistleri tutukladı komünist değilim diye ses çıkarmadım. sonra yahudileri tutukladılar yahudi değilim diye ses çıkarmadım. sosyal demokratları tutukladılar savunmak bana mı kaldı dedim ses çıkarmadım. beni tutuklamaya geldiklerinde çevremde kimse kalmamıştı.,hiçbiri,0
10911,ilhami usta yahudi birine iş yapıyor! onun tanıdığı başka bir yahudiye de iş yapmış evvelden! diyor ki sizin komşudan alacağım epey bir para var bir yıldan fazla beni sallıyor arıyorum açmıyor. bir kağıda not yazıp zarfa koyup bunu ona ver eğer vermezse paranı gel ben vereceğim diyor!,hiçbiri,0
10912,22 oğulları da yahudi inancında olmayabilirler ancak kan bağından ve aile geleneğinden dolayı sabetaycı etkisi ve bağlaşıklığı hayatlarında her zaman önemli bir parametredir.,hiçbiri,0
10913,20 dolayısıyla koç ailesinin bugünkü üçüncü neslinde hem anne hem baba tarafından yahudi kanı vardır. 21 bir yanlış anlamaya sebep olmamak için rahmi bey'in cuma namazlarına giden bir müslüman olduğunu söylemeliyim bunun takiyye olmadığını düşünüyorum.,hiçbiri,0
10914,örneğin şimdiki koç holding'in ceo'su bülent özaydınlı orgeneral irfan özaydınlı'nın oğludur mehmet ali berkman tuğrul kutadgobilik arçelik'in genel müdürü nedim esgin hasan bengü mehmet ali neyzi mehmet barmanbek yahudi asıllıdır,hiçbiri,0
10915,2 vehbi koç nah müslüman türk'tür emanuel karasu'nun torunu yahudi sabetayist ve ispanya'dan göç etmiş gelmişler... 3 peki acaba şirketlerinin üst düzey yöneticilerinin çoğunluk yahudi asıllı olmasının,hiçbiri,0
10916,adam boşuna mı o kadar döviz stoklamış ... konuşacak kiiii dövizi değerlensin insan bile bile zarar eder mi... ama söyleyeyim o döviz stoklayanlara mezara para girişi yasak ister ateist ister hristiyan ister yahudi ister müslüman ol hiçbir inanışta öldükten sonra para işe yaramıyor,hiçbiri,0
10917,bugün türkiye'de inkılap tarihi dersinde rum ermeni yahudi ve zararlı cemiyetlerden bahsedilir de bu cemiyetlerin arkasındaki mason cemiyetleri neden gizlenir? mason cemiyetleri zararlı değil idiyse atatürk neden kapattı?,hiçbiri,0
10918,hayat o kadar berbat ki hiç doğmamak daha iyi olurdu. kim o kadar şanslı ki? yüz binde bir bile değil yahudi sözü,hiçbiri,0
10919,dalga geçiyor resmen kadın. bu hdp'li vekiller ermeni ve yahudi. duyarsızlıkları bundan. e be kadın senin de evladın var. senin de farklı şekilde ciğerin yanar.,nefret,1
10920,acaba filistinliler kime ihanet etti? abdülhamit'in yalnızlığı yazımız abdulhamit abdulhamithan payitahtabduelhamid israil filistin yahudi theodorherzl filistinyalanlari israel,nefret,1
10921,yahudi yıllarca türk milletine sabunu hacı şakir diye yutturdu... şimdi ise ekrem'i imamın çocuğu diye!,nefret,1
10922,gazeteci metin duran serbest bırakıldı. bu konuda mardin kamu yetkililerinin yardımlarına teşekkür ediyoruz. biz eleştirilmesi gereken yerde eleştiriyoruz. arkadaşlar bana gelen vakalarda ayrım da yapmıyoruz sağcı solcu türk kürt dindar ateist benim için kesinlikle farketmiyor!,hiçbiri,0
10923,benim anladığım 80'ler ve 90'larda çocuk olup bugün laik ateist olanların çoğu o dönem kuran kursuna gitmişken ne hikmetse o zamanın çocuğu bugünün islamcıları zulüm yüzünden gidememiş.,hiçbiri,0
10924,"her içki içen ateist sarışına ""sen türke benzemiyorsun"" diyen basmakalıp önyargılıların artık şu gerçekle yüzleşmesi gerekiyor onlar türk'e benzemiyor değil türkler birbirine benzemiyor. ve böylesi hepsinin birbirine benzemesinden daha iyi...",hiçbiri,0
10925,ateist derneklerinin yerinde olsam akp yeni şafak yeni akit ve bütün pelikancılara islam'dan soğutma ve dinsizleştirme çalışmalarındaki başarılarından dolayı plaket verirdim. turan dursun bu kadar ateist yetiştiremedi. fikret orman,hiçbiri,0
10926,ateist olsam kelime şehadet getirir müslüman olurum öyle bir güzellik,hiçbiri,0
10927,sizin anlatacağınız islam insanı ya deist yapar ya ateist. sonra cahil insanlar sizi islam zannedip islam'dan uzaklaşıyor. ya adam gibi allah'ın ipine sarılın indirdikleriyle yönetin ya da çekin elinizi islamdan.,hiçbiri,0
10928,geçmişteki chp'nin eğitim müfredatı yat ali yat uyu uyu yat uyu. ayşe sen de uyu dünkü chp darbelerden beslenen kaset komplosuyla gb değiştiren şimdiki chp solcu komünist ateist liboş domuz sever ezandan rahatsız olan hdppkk'ya selam gönderenlerden meydana gelmiş bir örgüt.,nefret,1
10929,lisede ateist olduğunu iddia eden arkadaşım muhafazakar bir kızla söz kesmiş. ne diyelim hayırlı olsun,hiçbiri,0
10930,hayır evrimi savunan bir twiti yine ateist olan bir kitleye şikayet etmenin mantığı ne...,hiçbiri,0
10931,adam astsubay kuzey ırak'ta bomba ile vefat ediyor. ücretle çalışan bir asker islam inancı var ya da yok. yaşamında müslüman olduğuna dair bir ibare olmamış. belki de ateist. bu da şehit mi oluyor? bu şehit kavramı bence tekrar gözden geçirilmeli.,hiçbiri,0
10932,ben bir türküm düşmanlarım beni katlederken inancıma bakmıyorlar kızılbaş sünni şaman müslüman hristiyanı ateist farketmiyor. hocalı'da karabağ'da doğu türkistan'da kerkük'te afganistan'da türkmen dağında balkanlarda öldürülen benim beni öldürüyorlar çünkü ben türk'üm,hiçbiri,0
10933,yani çok özel ve basit örneklemek gerekirse var olan herkesin atatürkçü dinibütün ateist laik vs bir arada yaşayabileceğimizi hepimizin kanıksaması ve bu yönde çabalaması toplumsal barışın temel anahtarıdır. ya değilse ayrışma ve iç savaş tehlikesini her zaman yaşayabiliriz.,hiçbiri,0
10934,çevremde akp'ye bakıp dinden soğuyan birçok insan var hatta ateist olanları bile duydum akp'ye bakarak dinden soğumayın kardeşim islamı kurandan öğrenin fikret orman,hiçbiri,0
10935,ateist de olsanız gelen maillere bakıp günde bir kere allahım ne salak insanlar var diyorsunuz.,hiçbiri,0
10936,kurandaki ayetler çelişiyor diyen bir ateist der ki canı melek mi alıyor. allah mı? cevab canı allah alıyor. ama azrail a.s da alıyor. bunu şöyle düşünebiliriz. cumhurbaşkanı onaylamadan başbakan birşey yapamaz. ve bazen cumhur başbakana bazı işleri yaptırır. bu mesele de böyle.,hiçbiri,0
10937,elinde birayla ateist arkadaşı islama çağırma 10/11 kral hareket,hiçbiri,0
10938,küçükken müslüman olmama rağmen ateist sanıyorlardı beni orospu çocukları saçım uzun olunca ateist olmuş olmuyorum sizin o gerici beyninizi sikerim anası sikikler,saldırgan,2
10939,ülkenin yarısı dini doğru yaşadığını sanıyor diğer yarısı da ülkenin diğer yarısı yüzünden ateist,hiçbiri,0
10940,allah'ına kurban dediğimiz herkes ateist çıkıyor,hiçbiri,0
10941,ben çaldım ama ateist olduğum için değil günah olduğu için. muhtaçlara yardım etmedim sevap olduğundan hiç rüşvet almadım ama veren olmadığı için yani kötü olmam için satanist olmama gerek yok insan olmak yetiyor. lagustane laveyan sweatshirt,hiçbiri,0
10942,sınıftakilerin benim için düşündükleri kategoriler ateist misin? uzaylı mısın? tiner mi içiyorsun? neden hep gülüyorsun? ay çok tatlısın yanaklarını sıkmak istiyorum hiçbirinin birbiri ile alakası olmaması sanırım kendimi anlamadığım gibi başkası da beni çözememiş,hiçbiri,0
10943,2018'de konda'ya göre ateist ve inançsız toplamı %4'müş. yakında alevilerden %5 fazla dinsiz olacak,hiçbiri,0
10944,türkiye'de gerçek ateist yok,hiçbiri,0
